Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Bottom of the 8th Yankees Batting Behind 1-4 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 8th Yankees Batting Behind 1-4 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 8th Yankees Batting Behind 1-4 Red Sox' Bronson Arroyo facing 8-9-1,,Bottom of the 8th Yankees Batting Behind 1-4 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 8th Yankees Batting Behind 1-4 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 8th Yankees Batting Behind 1-4 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 8th Yankees Batting Behind 1-4 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 8th Yankees Batting Behind 1-4 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 8th Yankees Batting Behind 1-4 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 8th Yankees Batting Behind 1-4 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 8th Yankees Batting Behind 1-4 Red Sox' Bronson Arroyo facing 8-9-1
,,,,,,,,,Bronson Arroyo replaces Curt Schilling pitchingDoug Mientkiewicz replaces Kevin Millar playing 1B batting 6thGabe Kapler moves from PH to RF,Bronson Arroyo replaces Curt Schilling pitchingDoug Mientkiewicz replaces Kevin Millar playing 1B batting 6thGabe Kapler moves from PH to RF,Bronson Arroyo replaces Curt Schilling pitchingDoug Mientkiewicz replaces Kevin Millar playing 1B batting 6thGabe Kapler moves from PH to RF
b8,1-4,0,"______, ______, ______",5(2-2) ...CSBBS,O,NYY,T. Clark,B. Arroyo,3%,93%,Strikeout Swinging
b8,1-4,1,"______, ______, ______",7(2-2) CBFFBFX,,NYY,M. Cairo,B. Arroyo,-4%,89%,Double to RF (Line Drive)
b8,1-4,1,"______, M. Cairo, ______",1(0-0) X,R,NYY,D. Jeter,B. Arroyo,-8%,81%,Single to LF (Line Drive); M. Cairo Scores
b8,2-4,1,"D. Jeter, ______, ______",6(2-2) BCCBFX,O,NYY,A. Rodriguez,B. Arroyo,6%,87%,Groundout: P unassisted/Interference called; D. Jeter stays at 1B
b8,2-4,2,"D. Jeter, ______, ______",4(1-2) FBFX,O,NYY,G. Sheffield,B. Arroyo,5%,92%,Foul Popfly: C (Behind Home)
,,,,,,,,,1 run 2 hits 0 errors 1 LOB. Red Sox 4 Yankees 2.,1 run 2 hits 0 errors 1 LOB. Red Sox 4 Yankees 2.,1 run 2 hits 0 errors 1 LOB. Red Sox 4 Yankees 2.
Top of the 9th Red Sox Batting Ahead 4-2 Yankees' Paul Quantrill facing 7-8-9,Top of the 9th Red Sox Batting Ahead 4-2 Yankees' Paul Quantrill facing 7-8-9,Top of the 9th Red Sox Batting Ahead 4-2 Yankees' Paul Quantrill facing 7-8-9,,Top of the 9th Red Sox Batting Ahead 4-2 Yankees' Paul Quantrill facing 7-8-9,Top of the 9th Red Sox Batting Ahead 4-2 Yankees' Paul Quantrill facing 7-8-9,Top of the 9th Red Sox Batting Ahead 4-2 Yankees' Paul Quantrill facing 7-8-9,Top of the 9th Red Sox Batting Ahead 4-2 Yankees' Paul Quantrill facing 7-8-9,Top of the 9th Red Sox Batting Ahead 4-2 Yankees' Paul Quantrill facing 7-8-9,Top of the 9th Red Sox Batting Ahead 4-2 Yankees' Paul Quantrill facing 7-8-9,Top of the 9th Red Sox Batting Ahead 4-2 Yankees' Paul Quantrill facing 7-8-9,Top of the 9th Red Sox Batting Ahead 4-2 Yankees' Paul Quantrill facing 7-8-9
t9,4-2,0,"______, ______, ______",6(2-2) FBCFBX,,BOS,J. Varitek,P. Quantrill,1%,93%,Single to CF (Ground Ball)
t9,4-2,0,"J. Varitek, ______, ______",5(1-2) 1FB1CFX,O,BOS,O. Cabrera,P. Quantrill,-1%,92%,Groundout: 2B-SS/Forceout at 2B
,,,,,,,,,Tanyon Sturtze replaces Paul Quantrill pitching,Tanyon Sturtze replaces Paul Quantrill pitching,Tanyon Sturtze replaces Paul Quantrill pitching
t9,4-2,1,"O. Cabrera, ______, ______",4(2-1) .111BC1B>S,,BOS,M. Bellhorn,T. Sturtze,1%,93%,O. Cabrera Steals 2B
t9,4-2,1,"______, O. Cabrera, ______",7(3-2) .111BC1B>S.BFB,,BOS,M. Bellhorn,T. Sturtze,0%,93%,Walk
,,,,,,,,,Pokey Reese pinch runs for Mark Bellhorn (2B) batting 9th,Pokey Reese pinch runs for Mark Bellhorn (2B) batting 9th,Pokey Reese pinch runs for Mark Bellhorn (2B) batting 9th
t9,4-2,1,"Reese, O. Cabrera, ______",3(2-0) .BBX,O,BOS,J. Damon,T. Sturtze,-2%,92%,Popfly: SS
t9,4-2,2,"Reese, O. Cabrera, ______",4(2-1) F*BBX,O,BOS,B. Mueller,T. Sturtze,-2%,90%,Popfly: SS
,,,,,,,,,0 runs 1 hit 0 errors 2 LOB. Red Sox 4 Yankees 2.,0 runs 1 hit 0 errors 2 LOB. Red Sox 4 Yankees 2.,0 runs 1 hit 0 errors 2 LOB. Red Sox 4 Yankees 2.
Bottom of the 9th Yankees Batting Behind 2-4 Red Sox' Keith Foulke facing 4-5-6,Bottom of the 9th Yankees Batting Behind 2-4 Red Sox' Keith Foulke facing 4-5-6,Bottom of the 9th Yankees Batting Behind 2-4 Red Sox' Keith Foulke facing 4-5-6,,Bottom of the 9th Yankees Batting Behind 2-4 Red Sox' Keith Foulke facing 4-5-6,Bottom of the 9th Yankees Batting Behind 2-4 Red Sox' Keith Foulke facing 4-5-6,Bottom of the 9th Yankees Batting Behind 2-4 Red Sox' Keith Foulke facing 4-5-6,Bottom of the 9th Yankees Batting Behind 2-4 Red Sox' Keith Foulke facing 4-5-6,Bottom of the 9th Yankees Batting Behind 2-4 Red Sox' Keith Foulke facing 4-5-6,Bottom of the 9th Yankees Batting Behind 2-4 Red Sox' Keith Foulke facing 4-5-6,Bottom of the 9th Yankees Batting Behind 2-4 Red Sox' Keith Foulke facing 4-5-6,Bottom of the 9th Yankees Batting Behind 2-4 Red Sox' Keith Foulke facing 4-5-6
,,,,,,,,,Keith Foulke replaces Bronson Arroyo pitchingPokey Reese moves from PR to 2B,Keith Foulke replaces Bronson Arroyo pitchingPokey Reese moves from PR to 2B,Keith Foulke replaces Bronson Arroyo pitchingPokey Reese moves from PR to 2B
b9,2-4,0,"______, ______, ______",7(3-2) ..CBBCFBB,,NYY,H. Matsui,K. Foulke,-10%,80%,Walk
b9,2-4,0,"H. Matsui, ______, ______",4(1-2) CBCS,O,NYY,B. Williams,K. Foulke,8%,88%,Strikeout Swinging
b9,2-4,1,"H. Matsui, ______, ______",4(1-2) CFBX,O,NYY,J. Posada,K. Foulke,7%,95%,Popfly: 3B
b9,2-4,2,"H. Matsui, ______, ______",7(3-2) BCBBC>F>B,,NYY,R. Sierra,K. Foulke,-5%,90%,Walk; H. Matsui to 2B
b9,2-4,2,"R. Sierra, H. Matsui, ______",6(3-2) BBCF*B>S,O,NYY,T. Clark,K. Foulke,10%,100%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 2 LOB. Red Sox 4 Yankees 2.,0 runs 0 hits 0 errors 2 LOB. Red Sox 4 Yankees 2.,0 runs 0 hits 0 errors 2 LOB. Red Sox 4 Yankees 2.
